Locustag	Gene	Description	FeatureType	logFC	PValue	FDR	BAO-1	BAO-2	BAO-3	BAN-1	BAN-2	BAN-3
tmp_000001		helix-turn-helix transcriptional regulator	CDS	1.0262739118898	0.0117795071406726	0.0326960914418128	10.9974036331315	22.63205770897	10.2816415012559	35.9751018594166	20.2018707653187	32.9530465213873
tmp_000007		transglycosylase domain-containing protein	CDS	-1.10138288316204	0.00602255612371294	0.0191728615593713	57.5746425499238	45.26411541794	46.90998934948	9.73443932666566	32.4986616659475	27.3510286127515
tmp_000010	groL	chaperonin GroEL	CDS	-1.01703970258679	1.35255244331732e-05	0.000143796206965516	14840.996202911	17186.6474602057	20057.5547611688	9452.98705917728	7495.77239614044	8787.91844632357
tmp_000012		rubredoxin	CDS	-1.1016852845599	0.000104937798586458	0.00074222533848686	973.270221532139	1072.27946145378	1018.20380992125	600.149346313561	498.45920257906	329.530465213873
tmp_000040		oligosaccharide flippase family protein	CDS	-1.00989776947535	0.00934622493440412	0.0272377213610472	23.2886194583961	21.2604178478203	14.1372570642268	10.1576758191294	7.90507986468994	10.8745053520578
tmp_000043		Kdo hydroxylase family protein	CDS	-1.32747104165313	7.97142637621392e-06	9.68323075912973e-05	115.472738147881	104.244629447377	123.058396718156	41.477176261445	47.8696502917335	47.1228565255839
tmp_000056	urtA	urea ABC transporter substrate-binding protein	CDS	1.25373671704163	0.00523934959558601	0.0171254361383413	12.6146688732979	4.45782954873652	8.9964363135989	25.3941895478235	18.4451863509432	18.7832365171908
tmp_000057		sulfurtransferase	CDS	-1.3720271913195	0.000460534717409528	0.00242299771915771	29.7576804190617	36.6913662857544	35.6644439574814	8.46472984927449	16.6885019365677	14.1698100041966
tmp_000058		protein-L-isoaspartate O-methyltransferase	CDS	-1.29653103924244	0.00032079552849244	0.00179247555909541	208.627215981465	304.504049175233	282.745141284537	164.638995568389	68.5106921606462	90.950408399029
tmp_000059		hypothetical protein	CDS	-3.60114185646961	1.29075461094413e-09	1.47344175844489e-07	223.506056190996	250.32427465982	253.185421968426	11.0041488040568	23.7152395940698	24.7147848910405
tmp_000060	hemN	oxygen-independent coproporphyrinogen III oxidase	CDS	-3.3533576301449	3.99735040589994e-11	1.40354619883941e-08	1058.33837316489	1262.5944921883	1212.26979325745	97.7676297591203	126.481277835039	121.267211198705
tmp_000067		amino acid ABC transporter ATP-binding protein	CDS	2.11134974725615	1.01251708687578e-05	0.000117365129596097	5.82215486459904	6.85819930574849	5.78342334445644	27.5103720101421	22.8368973868821	29.6577418692486
tmp_000068		amino acid ABC transporter permease	CDS	2.84095021459963	2.5514272630079e-06	4.05621640728965e-05	3.88143657639936	3.08618968758682	3.21301296914247	33.4356829046342	19.7626996617249	20.760419308474
tmp_000069		ABC transporter substrate-binding protein	CDS	2.10243597625176	0.000149307676895255	0.000989283768847916	6.79251400869887	9.94438899333531	2.89171167222822	22.8547705930411	22.8368973868821	38.2255339648093
tmp_000070		IclR family transcriptional regulator	CDS	1.0729733185174	0.00540879221494815	0.0176231903704053	12.6146688732979	7.54401923632334	12.2094492827414	19.892115145795	20.2018707653187	28.0100895431792
tmp_000071		S8 family serine peptidase	CDS	2.95409118111697	6.81032801003883e-08	2.91425286096245e-06	6.14560791263231	9.60147902804789	9.96034020434164	82.5311160304262	51.8221902240785	65.5765625775608
tmp_000072		IS5 family transposase	CDS	1.69863272506181	2.66373611050282e-07	7.55706349581876e-06	73.7472949515878	67.89617312691	74.2205995871909	254.788368463162	255.597582291641	191.127669824047
tmp_000078		IS3 family transposase	CDS	1.31128096519201	7.11396683481395e-06	8.90980968213893e-05	59.1919077900902	46.2928453138023	54.9425217723362	135.858914080855	129.116304456602	133.459838411619
tmp_000084		hypothetical protein	CDS	2.7235155898028	6.05393169755163e-06	7.91613873825117e-05	8.73323229689855	2.40036975701197	5.78342334445644	44.8630682011548	28.5461217336026	39.5436558256648
tmp_000085	rpsU	30S ribosomal protein S21	CDS	1.52582799048137	0.000124857985755249	0.000854861009137607	13.908481065431	16.8025882990838	13.1733531734841	54.5975075278204	28.9852928371965	42.8389604778035
tmp_000086		hypothetical protein	CDS	1.78851271321344	1.47562138158733e-05	0.000154639097845938	19.0837298339635	17.1454982643712	11.2455453919986	56.2904534976753	43.0387681522008	64.5879711819192
tmp_000088		translation initiation factor IF-1	CDS	1.30302093154994	0.00259758005253672	0.00971376399973549	15.5257463055974	30.1760769452934	38.2348543327953	97.3443932666566	36.8903727018864	72.826232812266
tmp_000090		sterol desaturase family protein	CDS	1.60187730774241	0.0019974767325803	0.00785378485589574	2.26417133623296	5.82946940988622	5.14082075062794	12.6970947739117	12.7359620042227	14.8288709346243
tmp_000091		AraC family transcriptional regulator	CDS	1.53746238224588	0.0225653047537652	0.0554946551295903	1.29381219213312	0.685819930574849	2.89171167222822	5.07883790956469	4.83088213953274	4.61342651299423
tmp_000092		iron-containing redox enzyme family protein	CDS	-2.49669564760207	4.85312655595485e-07	1.14844962091397e-05	76.6583723838873	150.537474761179	110.206344841587	21.5850611156499	13.6143042114105	24.0557239606128
tmp_000094		phytanoyl-CoA dioxygenase family protein	CDS	-2.2743085877865	1.27992363651703e-05	0.000139541568439808	31.0514926111949	24.3466075354071	23.1336933778258	4.23236492463724	4.39171103593886	7.24967023470521
tmp_000098		GNAT family N-acetyltransferase	CDS	-3.19071747442664	2.57765240545946e-07	7.39455033633204e-06	108.680224139182	60.3521538905867	63.9389580859351	4.23236492463724	9.66176427906549	11.2040358172717
tmp_000101		YggT family protein	CDS	-2.5578172645412	4.87873842840372e-09	4.24784330693306e-07	175.311552034038	219.805287749239	209.488445588089	33.4356829046342	28.5461217336026	40.2027167560925
tmp_000102		DUF2520 domain-containing protein	CDS	-2.05756694500259	0.000324777089451673	0.00181136580475652	32.345304803328	28.8044370841437	21.2058855963403	2.11618246231862	11.418448693441	6.26107883906359
tmp_000115		lipase family protein	CDS	-1.61309335405918	0.00788099272651207	0.0237912390656317	11.6443097291981	7.88692920161076	7.06862853211342	4.65560141710097	1.31751331078166	2.63624372171099
tmp_000123		riboflavin synthase	CDS	-2.26479114610934	4.10443806149297e-07	1.03824085939736e-05	276.875809116487	343.938695183287	341.22197732293	96.0746837892654	41.7212548414191	62.2812579254221
tmp_000124	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	CDS	-1.97581643224205	5.44029547433399e-07	1.24713916342433e-05	68.8954992310886	77.1547421896705	64.5815606797636	18.6224056684039	18.4451863509432	16.4765232606937
tmp_000125	hemL	glutamate-1-semialdehyde 2,1-aminomutase	CDS	-2.37130995135868	4.58647903718457e-09	4.24784330693306e-07	209.921028173599	189.629210803946	206.275432618946	34.7053923820254	38.2078860126681	43.8275518734452
tmp_000131		ABC transporter substrate-binding protein	CDS	2.25154677578959	6.31346430963869e-05	0.000496472269984605	3.2345304803328	11.316028854485	8.9964363135989	52.4813250655018	28.9852928371965	30.9758637301041
tmp_000132		sugar ABC transporter permease	CDS	1.19488031239014	0.02978211771529	0.0691484734237775	3.55798352836608	3.77200961816167	7.06862853211342	11.8506217889843	4.83088213953274	16.1469927954798
tmp_000133		carbohydrate ABC transporter permease	CDS	3.2792336382747	1.15433123719034e-05	0.0001299888355915	1.6172652401664	1.02872989586227	3.53431426605671	30.8962639498519	17.1276730401615	13.8402795389827
tmp_000134	ugpC	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	CDS	2.53832461655369	0.000236694851842699	0.00140710100315313	0.646906096066559	5.14364947931137	2.57041037531397	18.6224056684039	17.1276730401615	13.1812186085549
tmp_000135		prolyl oligopeptidase family serine peptidase	CDS	1.51246006792026	0.000631462452339385	0.00310292793565812	8.73323229689855	10.6302089239102	6.10472464137068	24.1244800704323	31.1811483551659	17.7946451215492
tmp_000146		hypothetical protein	CDS	1.48126761427483	3.16637179235866e-06	4.72654626562841e-05	52.075940733358	44.9212054526526	47.5525919433085	159.983394151288	125.163764524257	118.960497942208
tmp_000147		DUF2778 domain-containing protein	CDS	2.31283696146277	1.93490311587356e-08	1.1420376436794e-06	33.6391169954611	33.2622666328802	26.025405050054	173.950198402591	139.217239839262	148.947770276671
tmp_000148		hypothetical protein	CDS	1.35494840857594	2.42012095604e-05	0.000231853005769876	53.3697529254912	38.0630061469041	38.5561556297096	127.817420724045	113.745315830816	91.6094693294568
tmp_000150		hypothetical protein	CDS	1.13504330238784	0.0317400747978537	0.0729822672899464	1.94071828819968	6.85819930574849	5.46212204754219	11.0041488040568	12.2967909006288	8.23826163034683
tmp_000151		hypothetical protein	CDS	4.62494778328043	1.02767283731156e-05	0.000118586517294266	0.32345304803328	0.342909965287424	0.321301296914247	14.3900407437666	7.02673765750217	6.26107883906359
tmp_000152		CoA transferase	CDS	1.75952949335901	0.0316620996086722	0.0728985388622415	1.6172652401664	0	2.24910907839973	5.07883790956469	5.70922434672051	2.96577418692486
tmp_000153		GNAT family N-acetyltransferase	CDS	1.95596949341599	2.74669772335974e-05	0.000257015914808973	6.46906096066559	9.60147902804789	10.2816415012559	24.9709530553597	43.0387681522008	34.6006988474567
tmp_000154	minC	septum site-determining protein MinC	CDS	1.14587768861431	0.000198253419267542	0.00123697607282968	24.5824316505293	26.4040673271317	22.169789487083	58.8298724524577	48.7479924989213	54.3725267602891
tmp_000156	minE	cell division topological specificity factor MinE	CDS	1.42417491815563	0.000459741176674201	0.00242299771915771	9.38013839296511	12.6876687156347	12.5307505796556	38.5145208141989	21.0802129725065	33.2825769866012
tmp_000157		YXWGXW repeat-containing protein	CDS	2.23635269469612	0.00197092132419631	0.00777318049135795	1.6172652401664	2.05745979172455	1.28520518765699	11.0041488040568	3.0741977251572	9.55638349120233
tmp_000158		chloride channel protein	CDS	1.45875113735411	0.000684928965790324	0.00331983324598817	10.350497537065	5.82946940988622	9.6390389074274	20.3153516382588	29.4244639407903	21.7490107041156
tmp_000159	waaC	lipopolysaccharide heptosyltransferase I	CDS	1.08350424309758	0.000205965812397411	0.00127888083030315	27.8169621308621	27.0898872577065	27.9532128315394	57.5601629750665	61.9231256067379	56.3497095515723
tmp_000161		MHS family MFS transporter	CDS	1.16648097955706	0.0274568932000546	0.0648831783627613	8.40977924886527	2.7432797222994	3.21301296914247	11.4273852965206	8.78342207187771	12.1926272129133
tmp_000176		hypothetical protein	CDS	1.32156282057313	6.80935249514887e-05	0.00052580488815924	55.3104712136908	51.4364947931137	57.8342334445644	88.8796634173821	173.033414815991	149.606831207098
tmp_000177		cold-shock protein	CDS	1.07133541476587	0.000179858383554246	0.00114730371170281	218.007354374431	229.063856812	219.770087089345	616.655569519646	447.51535456217	337.76872684422
tmp_000179		chorismate mutase	CDS	1.5525912706238	0.00675754205471208	0.0210048295707909	4.52834267246592	5.14364947931137	1.28520518765699	10.5809123115931	10.1009353826594	11.5335662824856
tmp_000193		adenosine deaminase	CDS	-1.04488102705427	0.00391122553531507	0.0135520533899075	29.4342273710285	33.6051765981676	39.1987582235381	18.6224056684039	10.1009353826594	20.4308888432601
tmp_000206		FAD-dependent monooxygenase	CDS	-1.26033573376268	0.00923877934513341	0.0270012133962778	37.8440066198937	19.2029580560958	33.7366361759959	5.07883790956469	21.0802129725065	11.8630967476994
tmp_000209		formate dehydrogenase	CDS	1.52064250545683	0.0161523218517172	0.0420812646923225	0.970359144099839	4.11491958344909	2.89171167222822	5.07883790956469	7.90507986468994	9.8859139564162
tmp_000212		hypothetical protein	CDS	-1.29327286119439	1.1817496187128e-05	0.000131633064904344	169.812850217472	166.311333164401	174.466604224436	53.3277980504293	74.2199165073667	80.4054335121851
tmp_000213		hypothetical protein	CDS	-2.92873905214091	4.87035303707545e-09	4.24784330693306e-07	229.004758007562	213.632908374065	230.373029887515	18.6224056684039	35.1336882875109	34.2711683822428
tmp_000214		HAD family phosphatase	CDS	-1.09646896029742	0.000134348282360486	0.00090416570107614	72.4534827594547	88.8136810094429	76.4697086655907	40.2074667840538	37.7687149090742	33.2825769866012
tmp_000216		HAD-IA family hydrolase	CDS	-1.01499863257934	0.00509362324201062	0.0167665098382849	42.3723492923596	27.7757071882814	32.7727322852531	17.7759326834764	10.9792775898471	21.7490107041156
tmp_000247		TM2 domain-containing protein	CDS	-1.02588285536839	0.0144262644285897	0.0385425951304934	20.7009950741299	13.716398611497	16.3863661426266	5.07883790956469	10.5401064862533	9.22685302598845
tmp_000249	rpsP	30S ribosomal protein S16	CDS	-1.09259836279457	6.37423473485893e-06	8.22457961925748e-05	3300.19144908355	2866.04148987229	2885.28564628993	1493.60158190448	1289.84553125524	1460.8085522931
tmp_000264		hypothetical protein	CDS	-1.22931426702437	0.00555846474041918	0.0180080229918312	16.4961054496973	16.4596783337964	15.1011609549696	6.77178387941959	9.66176427906549	4.28389604778035
tmp_000265		peptidase C39	CDS	-1.35374595409998	0.0152883379029764	0.0403213226151945	6.14560791263231	6.17237937517364	9.96034020434164	2.53941895478235	3.51336882875109	2.63624372171099
tmp_000266		C39 family peptidase	CDS	-1.25982747566203	0.016781612615137	0.0433442581319404	10.0270444890317	12.6876687156347	8.03253242285616	6.77178387941959	3.51336882875109	2.63624372171099
tmp_000267		cell wall anchor protein	CDS	-1.08590103235277	0.000503955992938476	0.00259820685114365	57.8980955979571	52.8081346542634	53.0147139908507	19.892115145795	25.9110951120393	30.9758637301041
tmp_000279		acyl-CoA thioesterase	CDS	1.54223083489181	4.48297802596456e-05	0.000379243692970807	11.6443097291981	14.4022185420718	11.8881479858271	38.9377573066626	35.1336882875109	36.5778816387399
